Year,Player,Pos,Age,Tm,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,AS,IFAS
2005,David Harrison,C,22,IND,43,14,760,12.9,0.589,0,0.495,7.7,13.4,10.6,3.2,1.2,5.5,19.1,17.5,0.3,1.1,1.4,0.09,-3.2,1.9,-1.3,0.1,106,184,0.576,0,0,,106,184,0.576,0.576,52,91,0.571,48,87,135,13,16,55,53,134,264,0,0
2005,Dwight Howard,PF,19,ORL,82,82,2670,17.2,0.571,0.003,0.61,12.2,22.2,17.3,4.4,1.5,3.6,16.1,16.7,3.8,3.5,7.3,0.131,-0.5,1.5,1,2,352,677,0.52,0,2,0,352,675,0.521,0.52,277,413,0.671,287,536,823,75,77,136,165,232,981,8,1
2005,Kris Humphries,PF,19,UTA,67,4,873,9.5,0.419,0.021,0.352,10.1,18.1,14,8.5,1.6,1.7,13.6,20.2,-1,0.7,-0.3,-0.019,-4.3,-0.7,-5,-0.7,116,287,0.404,2,6,0.333,114,281,0.406,0.408,44,101,0.436,73,124,197,43,25,18,52,96,278,0,0
2005,Andre Iguodala,SG,21,PHI,82,82,2686,13.5,0.58,0.26,0.385,3.7,15.9,9.7,14.3,2.6,1.4,17.9,12.8,2.7,4,6.6,0.118,-0.6,2.9,2.3,2.9,269,546,0.493,47,142,0.331,222,404,0.55,0.536,156,210,0.743,89,375,464,246,138,48,139,204,741,1,1
2005,Didier Ilunga-Mbenga,C,24,DAL,15,1,58,3.8,0.476,0,0.286,5.9,9.4,7.7,0,0,6.4,24.1,16,-0.1,0.1,0,-0.029,-8.1,-0.7,-8.8,-0.1,6,14,0.429,0,0,,6,14,0.429,0.429,3,4,0.75,3,5,8,0,0,5,5,13,15,0,0
2005,Royal Ivey,PG,23,ATL,62,5,809,8.9,0.484,0.045,0.338,2.6,9.9,6,20,2.5,0.7,20.3,15.8,-0.2,0.4,0.2,0.009,-3.8,-1.3,-5,-0.6,85,198,0.429,3,9,0.333,82,189,0.434,0.437,47,67,0.701,19,65,84,103,39,7,58,140,220,0,0
2005,Al Jefferson,PF,20,BOS,71,1,1051,16.6,0.554,0.008,0.366,13.5,21,17.3,3.9,1.1,3.9,13.3,21.2,1.3,1.4,2.7,0.123,-1.7,-0.9,-2.7,-0.2,195,369,0.528,0,3,0,195,366,0.533,0.528,85,135,0.63,119,193,312,24,22,55,66,195,475,0,0
2005,Horace Jenkins,PG,30,DET,15,0,104,10.2,0.414,0.2,0.289,3.4,6.7,5.1,15.2,2.6,0.7,12.1,26.1,-0.1,0.2,0,0.006,-4.5,-1.6,-6.1,-0.1,15,45,0.333,0,9,0,15,36,0.417,0.333,12,13,0.923,3,6,9,9,5,1,7,6,42,0,0
2005,Mario Kasun,C,24,ORL,45,0,356,12,0.505,0.01,0.439,16.6,23.6,20.1,3.5,1.1,2.6,18.2,17.5,0.1,0.4,0.6,0.076,-3.4,-1.3,-4.7,-0.2,47,98,0.48,0,1,0,47,97,0.485,0.48,24,43,0.558,52,76,128,8,8,13,26,86,118,0,0
2005,Viktor Khryapa,SF,22,POR,32,5,523,9,0.474,0.089,0.339,6.4,17,11.9,7.6,2,2.4,18.8,15.4,-0.3,0.6,0.3,0.024,-4.3,1,-3.3,-0.2,54,124,0.435,4,11,0.364,50,113,0.442,0.452,23,42,0.548,28,80,108,25,20,18,33,80,135,0,0
2005,Brandin Knight,PG,23,HOU,1,0,3,-1.2,0,0,0,0,0,0,46.5,0,0,0,15.7,0,0,0,-0.205,-14.4,-11.1,-25.5,0,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0
2005,Nenad Krstic,PF,21,NJN,75,57,1965,13.4,0.547,0.004,0.447,9.7,14.9,12.3,7.1,0.9,2.6,14.1,19,1.9,2.5,4.4,0.108,-2.1,0.5,-1.6,0.2,281,570,0.493,0,2,0,281,568,0.495,0.493,185,255,0.725,161,240,401,77,32,63,112,280,747,0,0
2005,Ibo Kutluay,SG,30,SEA,5,0,12,-12.9,0,0,0,0,10.2,5.1,0,0,0,66.7,11.6,-0.1,0,-0.1,-0.348,-15.8,-1.3,-17.1,0,0,1,0,0,0,,0,1,0,0,0,0,,0,1,1,0,0,0,2,1,0,0,0
2005,Shaun Livingston,PG,19,LAC,30,15,814,10.4,0.461,0.009,0.274,3.3,9.6,6.6,29.9,2.1,1,23.7,18,-0.6,0.7,0.1,0.008,-2.8,-0.3,-3.1,-0.2,89,215,0.414,0,2,0,89,213,0.418,0.414,44,59,0.746,22,67,89,151,32,11,75,82,222,0,0
2005,Kevin Martin,PG,21,SAC,45,0,455,8.7,0.464,0.214,0.47,7.1,7.1,7.1,6.8,1.8,0.5,14.5,16.1,-0.1,0.2,0.1,0.016,-3.2,-1.7,-5,-0.3,45,117,0.385,5,25,0.2,40,92,0.435,0.406,36,55,0.655,29,29,58,22,16,3,24,35,131,0,0
2005,Jameer Nelson,PG,22,ORL,79,21,1612,14.5,0.51,0.225,0.17,3.7,9.7,6.7,24.8,2.5,0.1,14.8,21.4,1.2,1.3,2.5,0.074,0.7,-1.3,-0.5,0.6,286,628,0.455,44,141,0.312,242,487,0.497,0.49,73,107,0.682,52,141,193,237,78,3,117,199,689,1,1
2005,Andres Nocioni,SF,25,CHI,81,38,1892,10.1,0.484,0.161,0.369,4.1,18.6,11.4,10.9,1,1.3,16.2,19.7,-0.9,3.3,2.5,0.062,-3.9,1.7,-2.1,-0.1,241,601,0.401,25,97,0.258,216,504,0.429,0.422,170,222,0.766,69,317,386,122,37,34,135,208,677,0,0
2005,Emeka Okafor,PF,22,CHA,73,73,2600,16.3,0.479,0.001,0.342,11.5,24.1,17.5,4.3,1.2,3.6,9.8,21.8,0.9,3.1,4,0.074,-2.3,0.5,-1.9,0.1,448,1003,0.447,0,1,0,448,1002,0.447,0.447,209,343,0.609,275,520,795,64,62,125,125,214,1105,0,0
2005,Pavel Podkolzin,C,20,DAL,5,0,10,-12.1,0.568,,,0,21.9,11.2,0,0,0,69.4,12.9,-0.1,0,0,-0.214,-14.3,-2.5,-16.8,0,0,0,,0,0,,0,0,,,1,2,0.5,0,2,2,0,0,0,2,4,1,0,0
2005,Peter John,C,19,WAS,6,0,20,8.2,0.506,0,0.2,5.4,17.5,11.2,0,0,3.7,21.6,30.3,-0.1,0,0,-0.108,-11.3,-7,-18.3,-0.1,5,10,0.5,0,0,,5,10,0.5,0.5,1,2,0.5,1,3,4,0,0,1,3,4,11,0,0
2005,Justin Reed,SF,23,BOS,23,0,121,13.7,0.576,0.103,0.517,7.9,7.6,7.7,12.9,1.3,0.6,12.3,15.1,0.2,0.1,0.3,0.121,0.1,-1.8,-1.8,0,15,29,0.517,0,3,0,15,26,0.577,0.517,11,15,0.733,8,8,16,10,3,1,5,12,41,0,0
2005,Jared Reiner,C,22,CHI,19,2,132,2.3,0.331,0,0.133,11.1,21,16.1,1.2,1.2,4,22.1,13.8,-0.3,0.3,0,-0.013,-9.3,2,-7.3,-0.2,10,30,0.333,0,0,,10,30,0.333,0.333,1,4,0.25,13,25,38,1,3,7,9,35,21,0,0
2005,Bernard Robinson,SG,24,CHA,31,1,328,9.8,0.503,0.099,0.321,4.6,12.5,8.4,14.4,1.7,0.9,17.8,15.2,0,0.2,0.3,0.037,-3,-0.1,-3.2,-0.1,36,81,0.444,3,8,0.375,33,73,0.452,0.463,18,26,0.692,14,34,48,30,11,4,20,42,93,0,0
2005,Quinton Ross,SG,23,LAC,78,19,1659,8.9,0.471,0.011,0.295,4.4,10.6,7.6,10.4,1.7,1,11.4,13.3,0.4,1.3,1.7,0.05,-2.5,0.4,-2.1,0,161,373,0.432,1,4,0.25,160,369,0.434,0.433,74,110,0.673,59,151,210,109,51,22,54,165,397,0,0
2005,Ha Seung-Jin,C,19,POR,19,0,104,2.5,0.467,0,0.478,6.9,12.8,10,3,0.5,3.4,30.1,17.6,-0.3,0.1,-0.2,-0.094,-8.8,-1.1,-9.9,-0.2,10,23,0.435,0,0,,10,23,0.435,0.435,6,11,0.545,6,12,18,2,1,5,12,21,26,0,0
2005,Donta Smith,SG,21,ATL,38,0,433,10.6,0.473,0.195,0.425,4.9,9.3,7,14.1,2.8,0.9,15.7,16.5,0,0.2,0.2,0.026,-2.6,-1,-3.5,-0.2,44,113,0.389,6,22,0.273,38,91,0.418,0.416,33,48,0.688,19,33,52,39,23,5,25,50,127,0,0
2005,J.R. Smith,SG,19,NOH,76,56,1859,10.9,0.478,0.376,0.215,2.4,7.5,4.8,14.6,1.6,0.5,11.7,23.2,-0.7,0.9,0.2,0.006,-1.2,-2.3,-3.5,-0.7,295,748,0.394,81,281,0.288,214,467,0.458,0.449,111,161,0.689,39,113,152,142,55,11,109,135,782,0,0
2005,Josh Smith,SF,19,ATL,74,59,2050,15.4,0.506,0.038,0.394,7.9,18.6,13,10.2,1.5,5.4,16,18.4,0.6,1.8,2.4,0.055,-2.4,2,-0.4,0.8,274,602,0.455,4,23,0.174,270,579,0.466,0.458,163,237,0.688,147,310,457,127,59,144,135,157,715,0,0
2005,Kirk Snyder,SG,21,UTA,68,7,906,8.6,0.456,0.259,0.293,6.7,10,8.3,6.8,1.6,1.8,13.5,21.8,-0.7,0.4,-0.2,-0.012,-2.9,-2,-5,-0.7,122,328,0.372,30,85,0.353,92,243,0.379,0.418,64,96,0.667,50,71,121,36,26,19,58,116,338,0,0
2005,Pape Sow,C,23,TOR,27,4,255,7.8,0.444,0,0.466,7.8,17.6,12.7,1.2,2.4,1.1,12.5,14.3,-0.1,0.3,0.2,0.029,-5.6,-0.8,-6.3,-0.3,23,58,0.397,0,0,,23,58,0.397,0.397,16,27,0.593,18,39,57,2,12,4,10,46,62,0,0
2005,Awvee Storey,SG,27,NJN,9,0,32,6.9,0.368,0.2,0.2,14.8,3.8,9.4,5.2,0,0,0,16,0,0,0,0.026,-3.2,-3.9,-7.1,0,3,10,0.3,1,2,0.5,2,8,0.25,0.35,1,2,0.5,4,1,5,1,0,0,0,3,8,0,0
2005,Robert Swift,C,19,SEA,16,0,72,5.2,0.501,0,0.818,1.7,6.8,4.2,4.2,0.8,7.6,21.1,12.2,0,0.1,0,0.004,-5.4,2.6,-2.8,0,5,11,0.455,0,0,,5,11,0.455,0.455,5,9,0.556,1,4,5,2,1,7,4,16,15,0,0
2005,Yuta Tabuse,PG,24,PHO,4,0,17,15.6,0.451,0.167,0.667,13.2,12,12.6,22.4,0,0,11.4,22.5,0,0,0,0.129,0.1,-2.7,-2.6,0,1,6,0.167,1,1,1,0,5,0,0.25,4,4,1,2,2,4,3,0,0,1,1,7,0,0
2005,Sebastian Telfair,PG,19,POR,68,26,1330,9.7,0.471,0.16,0.309,0.9,7.8,4.5,27.8,1.4,0.2,20.4,21.2,-0.9,0.5,-0.4,-0.013,-3.6,-3.1,-6.7,-1.6,169,430,0.393,17,69,0.246,152,361,0.421,0.413,105,133,0.789,10,94,104,224,35,4,125,120,460,0,0
2005,Billy Thomas,SF,29,NJN,25,0,356,8.2,0.47,0.596,0.096,2.3,9.9,6.1,8,2.1,0.2,8.4,14.1,0,0.4,0.4,0.055,-2.5,-0.7,-3.2,-0.1,34,94,0.362,17,56,0.304,17,38,0.447,0.452,7,9,0.778,7,29,36,17,14,1,9,29,92,0,0
2005,James Thomas,PF,24,TOT,11,2,117,14,0.574,0,0.3,17.3,19,18.3,5.4,1.8,2.4,23.6,11.6,0.1,0.1,0.2,0.094,-1.6,0.6,-1,0,12,20,0.6,0,0,,12,20,0.6,0.6,2,6,0.333,17,20,37,4,4,4,7,13,26,0,0
2005,Beno Udrih,PG,22,SAS,80,2,1149,14.3,0.549,0.364,0.228,1.6,6.8,4.2,22.2,1.9,0.6,15.2,20.5,1.3,1.8,3.1,0.128,0.1,-0.9,-0.7,0.4,173,390,0.444,58,142,0.408,115,248,0.464,0.518,67,89,0.753,16,67,83,150,41,10,77,96,471,0,0
2005,Anderson Varejao,PF,22,CLE,54,0,863,17,0.534,0.01,0.658,14.6,20.7,17.6,4.9,2.5,3.3,9.5,14.4,1.5,1.4,3,0.164,-0.5,1.6,1.1,0.7,99,193,0.513,0,2,0,99,191,0.518,0.513,68,127,0.535,109,148,257,27,41,38,26,122,266,0,0
2005,Jackson Vroman,C-PF,23,TOT,46,18,705,9.6,0.457,0.015,0.377,10.3,19.2,14.6,9.6,1.9,2.1,21.6,19.4,-0.9,0.8,-0.1,-0.006,-5.1,1.2,-3.9,-0.3,82,199,0.412,0,3,0,82,196,0.418,0.412,48,75,0.64,64,111,175,40,25,19,64,105,212,0,0
2005,Sasha Vujacic,SG,20,LAL,35,3,403,8.9,0.403,0.538,0.162,3.7,13.6,8.7,19.5,1.6,0.4,10.7,15.8,0,0.1,0.2,0.018,-1.9,-1.7,-3.6,-0.2,33,117,0.282,17,63,0.27,16,54,0.296,0.355,18,19,0.947,13,49,62,51,12,2,15,41,101,0,0
2005,Delonte West,SG,21,BOS,39,7,507,12.3,0.524,0.432,0.174,3.3,11.5,7.5,16.4,2.1,1.2,12.6,17,0.5,0.5,0.9,0.09,0.1,-0.7,-0.6,0.2,66,155,0.426,24,67,0.358,42,88,0.477,0.503,19,27,0.704,14,51,65,53,21,8,24,69,175,0,0
2005,Damien Wilkins,SF,25,SEA,29,7,520,13.4,0.5,0.351,0.202,6.9,8.7,7.8,8.5,2.3,1.5,8,17.7,0.7,0.3,1,0.092,1.1,-0.2,0.9,0.4,73,168,0.435,16,59,0.271,57,109,0.523,0.482,21,34,0.618,29,37,66,26,22,10,16,55,183,0,0
2005,Dorell Wright,SF,19,MIA,3,0,27,5.2,0.306,0.364,0.091,0,4.2,2.2,16.7,7.8,0,20.8,24.9,-0.1,0.1,-0.1,-0.134,-7.9,1.7,-6.3,0,3,11,0.273,0,4,0,3,7,0.429,0.273,1,1,1,0,1,1,3,4,0,3,2,7,0,0
2006,Alex Acker,SG,23,DET,5,0,35,-2.4,0.281,0.313,0,3.4,13.7,8.5,17.9,1.6,0,20,27.2,-0.2,0,-0.2,-0.23,-10.4,-1.9,-12.3,-0.1,4,16,0.25,1,5,0.2,3,11,0.273,0.281,0,0,,1,4,5,4,1,0,4,4,9,0,0
2006,Alan Anderson,SF,23,CHA,36,7,564,10.4,0.52,0.32,0.227,4.4,10.3,7.2,9.3,1,0.6,13.9,18.2,0.2,0.3,0.4,0.037,-1.9,-1.8,-3.7,-0.2,75,181,0.414,24,58,0.414,51,123,0.415,0.481,33,41,0.805,23,47,70,32,11,4,32,48,207,0,0
2006,Martynas Andriuskevicius,C,19,CLE,6,0,9,15.5,0,0,0,13,39.8,26.3,0,11.9,0,0,5.1,0,0,0,0.155,-6.8,6.8,0.1,0,0,1,0,0,0,,0,1,0,0,0,0,,1,3,4,0,2,0,0,1,0,0,0
2006,Earl Barron,C,24,MIA,8,0,45,-2.8,0.366,0,0.25,5.5,20.1,13.1,0,0,0,22,23.4,-0.2,0,-0.2,-0.167,-13.9,-6.4,-20.4,-0.2,5,16,0.313,0,0,,5,16,0.313,0.313,3,4,0.75,2,8,10,0,0,0,5,10,13,0,0
2006,Eddie Basden,SF,22,CHI,19,0,141,10.3,0.471,0.189,0.27,5.7,17,11.4,8.8,3.3,1.1,17.9,16.1,-0.1,0.3,0.2,0.065,-4,2.7,-1.4,0,15,37,0.405,1,7,0.143,14,30,0.467,0.419,8,10,0.8,7,21,28,8,9,2,9,17,39,0,0
2006,Brandon Bass,PF,20,NOK,29,1,268,9.1,0.434,0,0.271,7.8,22.8,15.1,1.8,0.6,2.2,12.3,15.6,-0.2,0.3,0.1,0.013,-6.6,-1.5,-8.2,-0.4,28,70,0.4,0,0,,28,70,0.4,0.4,12,19,0.632,18,50,68,3,3,7,11,18,68,0,0
2006,Esteban Batista,PF,22,ATL,57,3,495,7.1,0.489,0.013,0.663,14.4,20.7,17.5,2.1,1.6,1.7,26.9,13,-0.2,0.3,0.1,0.011,-4.9,-1.7,-6.6,-0.6,34,80,0.425,0,1,0,34,79,0.43,0.425,33,53,0.623,61,83,144,7,15,11,38,111,101,0,0
2006,Andray Blatche,PF,19,WAS,29,0,175,10.1,0.45,0.194,0.179,7.7,17.8,12.6,9.5,1.5,3.1,14.2,21.5,-0.1,0.2,0.1,0.026,-4,-0.4,-4.4,-0.1,26,67,0.388,3,13,0.231,23,54,0.426,0.41,10,12,0.833,12,26,38,10,5,7,12,36,65,0,0
2006,Andrew Bogut,PF,21,MIL,82,77,2348,15.2,0.555,0.005,0.32,9.4,19.8,14.5,13.4,1.1,2.3,15.3,15.9,3.1,2.4,5.5,0.113,-0.2,2,1.8,2.3,323,606,0.533,0,3,0,323,603,0.536,0.533,122,194,0.629,189,384,573,192,49,68,125,259,768,0,0
2006,Kevin Burleson,PG,26,CHA,39,1,340,5.1,0.367,0.614,0.193,1.3,8,4.4,20.8,3.9,0.5,20.8,15.7,-0.6,0.4,-0.2,-0.032,-4.3,0,-4.3,-0.2,22,88,0.25,10,54,0.185,12,34,0.353,0.307,16,17,0.941,4,22,26,48,26,2,25,63,70,0,0
2006,Andrew Bynum,C,18,LAL,46,0,338,7.4,0.394,0,0.329,11.9,16,13.9,4.1,0.6,5,15.3,15,-0.4,0.4,0.1,0.007,-6.3,0.5,-5.8,-0.3,33,82,0.402,0,0,,33,82,0.402,0.402,8,27,0.296,34,46,80,9,4,22,17,56,74,1,1
2006,Will Bynum,PG,23,GSW,15,0,162,8.7,0.457,0.173,0.308,2,6.3,4.1,19.2,2.2,0,19.2,20.1,-0.2,0.1,-0.1,-0.021,-4.8,-1.8,-6.6,-0.2,21,52,0.404,2,9,0.222,19,43,0.442,0.423,10,16,0.625,3,9,12,19,7,0,14,10,54,0,0
2006,Jose Calderon,SG,24,TOR,64,11,1487,11.4,0.495,0.138,0.295,2.4,9.5,5.8,29.1,1.5,0.2,22.3,14.1,0.9,0,0.9,0.029,-1.8,-2.1,-3.9,-0.7,132,312,0.423,7,43,0.163,125,269,0.465,0.434,78,92,0.848,30,111,141,288,42,4,101,93,349,0,0
2006,Travis Diener,PG,23,ORL,23,0,246,12.6,0.614,0.826,0.087,2.1,8.3,5.3,10.6,1.5,0,12.2,15.7,0.5,0.1,0.6,0.115,2.5,-2.7,-0.2,0.1,29,69,0.42,25,57,0.439,4,12,0.333,0.601,5,6,0.833,4,17,21,16,7,0,10,22,88,0,0
2006,Ike Diogu,PF,22,GSW,69,14,1031,15.8,0.596,0,0.503,10,14.9,12.4,4.9,0.7,2.2,16.1,21,1.7,1,2.6,0.123,-2,-1.1,-3.1,-0.3,175,334,0.524,0,0,,175,334,0.524,0.524,136,168,0.81,95,134,229,29,15,30,78,164,486,0,0
2006,Monta Ellis,SG,20,GSW,49,3,886,11.1,0.486,0.258,0.186,2.7,10.7,6.6,14.9,1.9,0.9,14.4,20.2,-0.3,0.8,0.5,0.028,-2.7,-0.4,-3.1,-0.2,132,318,0.415,28,82,0.341,104,236,0.441,0.459,42,59,0.712,22,83,105,78,32,11,58,69,334,0,0
2006,Daniel Ewing,SG,22,LAC,66,5,971,7.6,0.458,0.306,0.18,2.9,7.1,5.1,13.2,2,0.5,17.2,15.8,-0.7,1,0.3,0.017,-3.1,-0.4,-3.5,-0.4,97,255,0.38,22,78,0.282,75,177,0.424,0.424,36,46,0.783,23,62,85,84,37,6,57,86,252,0,0
2006,Noel Felix,SF,24,SEA,12,0,82,-1.1,0.316,0.12,0.32,4.4,14.9,9.6,3.5,1.3,2.8,21.9,20,-0.3,0,-0.3,-0.197,-10.4,-2.2,-12.5,-0.2,6,25,0.24,1,3,0.333,5,22,0.227,0.26,5,8,0.625,3,10,13,2,2,3,8,13,18,0,0
2006,Raymond Felton,PG,21,CHA,80,54,2406,14.2,0.483,0.307,0.251,3.5,9.7,6.4,30.9,2.2,0.3,15.7,21.4,0.8,1.8,2.6,0.051,0.7,-0.8,0,1.2,345,883,0.391,97,271,0.358,248,612,0.405,0.446,161,222,0.725,77,188,265,446,102,8,182,181,948,0,0
2006,Gerald Fitch,PG,23,MIA,18,1,239,10.2,0.424,0.292,0.258,3.6,10.9,7.4,21.5,1.5,1.6,13.1,22,-0.1,0.3,0.1,0.026,-2.8,-0.8,-3.6,-0.1,30,89,0.337,7,26,0.269,23,63,0.365,0.376,17,23,0.739,7,23,30,33,7,5,15,28,84,0,0
2006,Sharrod Ford,PF,24,PHO,3,0,13,0.6,0.667,0,0,8.7,16.7,12.8,0,0,5.4,40,17.2,0,0,0,-0.032,-8.8,-1.6,-10.3,0,2,3,0.667,0,0,,2,3,0.667,0.667,0,0,,1,2,3,0,0,1,2,7,4,0,0
2006,Channing Frye,C,22,NYK,65,14,1572,18.1,0.541,0.014,0.358,10.6,18.5,14.5,6.6,1,2.5,11.6,24.2,2.6,0.9,3.5,0.108,-0.2,-1.4,-1.6,0.2,305,640,0.477,3,9,0.333,302,631,0.479,0.479,189,229,0.825,138,236,374,53,30,47,97,200,802,0,0
2006,Deng Gai,C,23,PHI,2,0,5,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.015,-6.3,-0.7,-7,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0
2006,Francisco Garcia,SF,24,SAC,67,11,1301,10.3,0.51,0.422,0.311,3.5,13,8.3,11.2,1.6,2.6,16.9,15.7,0,1.6,1.6,0.06,-2.4,1,-1.3,0.2,130,325,0.4,39,137,0.285,91,188,0.484,0.46,78,101,0.772,39,146,185,94,41,47,75,135,377,0,0
2006,Ryan Gomes,PF,23,BOS,61,33,1376,14,0.548,0.025,0.42,9.3,16.9,13.2,6.8,1.3,0.3,11.6,15.9,1.9,1.2,3.1,0.108,-1.1,-0.8,-1.9,0.1,173,355,0.487,3,9,0.333,170,346,0.491,0.492,112,149,0.752,102,196,298,58,35,5,55,83,461,0,0
2006,Joey Graham,SF,23,TOR,80,24,1581,10.2,0.564,0.21,0.321,4.2,15.1,9.4,6,1.2,0.6,16.3,16.5,1,0.3,1.3,0.038,-1.8,-1.7,-3.5,-0.6,198,414,0.478,29,87,0.333,169,327,0.517,0.513,108,133,0.812,57,187,244,60,37,13,92,228,533,0,0
2006,Stephen Graham,SG,23,TOT,22,0,175,6.9,0.479,0.185,0.278,3.4,14.8,9.1,6.9,1.5,0.9,17.7,19.6,-0.2,0.2,0,0.009,-5.5,-0.9,-6.4,-0.2,21,54,0.389,2,10,0.2,19,44,0.432,0.407,14,15,0.933,5,22,27,7,5,2,13,31,58,0,0
2006,Danny Granger,SF,22,IND,78,17,1765,14.7,0.54,0.195,0.31,8.8,16,12.5,8.8,1.8,2.6,12.8,16.4,2.1,3,5.1,0.139,-0.5,2.6,2.1,1.9,221,478,0.462,30,93,0.323,191,385,0.496,0.494,115,148,0.777,131,253,384,90,58,62,80,211,587,1,1
2006,Devin Green,SG,23,LAL,27,0,135,4.7,0.336,0.071,0.75,8.7,12.2,10.5,7.3,1.2,0,11.8,14.3,-0.2,0.1,-0.1,-0.018,-6.1,-1.6,-7.7,-0.2,6,28,0.214,0,2,0,6,26,0.231,0.214,13,21,0.619,10,14,24,7,3,0,5,13,25,0,0
2006,Gerald Green,SG,20,BOS,32,3,374,13.1,0.541,0.145,0.268,3.3,9.9,6.7,8.5,1.8,0.8,12.5,21.7,0.2,0.3,0.5,0.064,-2.3,-2.3,-4.5,-0.2,66,138,0.478,6,20,0.3,60,118,0.508,0.5,29,37,0.784,10,31,41,18,13,4,22,41,167,0,0
2006,Orien Greene,PG,23,BOS,80,5,1235,6.4,0.449,0.158,0.269,3.7,10.4,7.2,15.8,3.2,0.6,27.8,14.6,-1.8,1.4,-0.3,-0.013,-4.6,1.1,-3.4,-0.4,100,253,0.395,9,40,0.225,91,213,0.427,0.413,45,68,0.662,37,108,145,129,77,10,109,181,254,0,0
2006,Anthony Grundy,SG,26,ATL,12,0,108,16.6,0.589,0.395,0.368,1.1,18.3,9.5,14.7,3.4,0,16.9,22.4,0.1,0.1,0.2,0.095,0.1,-1.8,-1.7,0,19,38,0.5,5,15,0.333,14,23,0.609,0.566,9,14,0.643,1,16,17,9,7,0,9,14,52,0,0
2006,Chuck Hayes,PF,22,HOU,40,0,535,18,0.589,0.01,0.429,14.9,24.1,19.6,4.6,2.6,2.1,8.8,12.2,1.2,1.1,2.4,0.212,-0.5,2.3,1.8,0.5,59,105,0.562,0,1,0,59,104,0.567,0.562,29,45,0.644,67,112,179,14,26,14,12,76,147,0,0
2006,Luther Head,SG,23,HOU,80,27,2310,11.2,0.517,0.497,0.195,1.7,11.6,6.8,16.2,2.1,0.3,14.8,16.6,0.5,2.9,3.5,0.072,-0.6,0.8,0.2,1.3,254,630,0.403,113,313,0.361,141,317,0.445,0.493,86,123,0.699,33,233,266,215,89,9,119,169,707,0,0
2006,Julius Hodge,SG,22,DEN,14,0,33,4.2,0.393,0,0.615,17.9,7,12.4,29.3,3.1,0,32.6,33.3,-0.2,0,-0.2,-0.219,-6.9,0,-6.9,0,5,13,0.385,0,0,,5,13,0.385,0.385,3,8,0.375,5,2,7,6,2,0,8,7,13,0,0
2006,Randy Holcomb,SF,26,CHI,4,0,11,8.2,1,0,0,10.5,0,5.2,0,0,0,0,4.1,0,0,0,0.15,0.7,-2.5,-1.8,0,1,1,1,0,0,,1,1,1,1,0,0,,1,0,1,0,0,0,0,2,2,0,0
2006,Jarrett Jack,SG,22,POR,79,4,1599,12.3,0.528,0.178,0.374,1.3,10.8,6,23.2,1.4,0.1,17,17.8,1.1,0.1,1.2,0.035,-1.2,-2.4,-3.6,-0.7,189,428,0.442,20,76,0.263,169,352,0.48,0.465,128,160,0.8,18,142,160,219,41,2,102,138,526,0,0
2006,Sarunas Jasikevicius,PG,29,IND,75,15,1557,12.9,0.561,0.55,0.31,1.5,9.6,5.7,24.4,1.4,0.2,19.2,18,1.6,1.7,3.3,0.103,0.3,-0.9,-0.6,0.6,170,429,0.396,86,236,0.364,84,193,0.435,0.497,121,133,0.91,19,134,153,227,40,4,116,108,547,0,0
2006,Amir Johnson,SF,18,DET,3,0,39,20.3,0.85,0.3,0.4,9,3.1,6.1,13.4,0,3.7,25.4,19.2,0.1,0,0.2,0.208,3.8,-1.4,2.5,0,7,10,0.7,2,3,0.667,5,7,0.714,0.8,4,4,1,3,1,4,3,0,2,4,7,20,0,0
2006,Dwayne Jones,PF,22,BOS,14,0,87,9.2,0.445,0,1.3,14.4,28.7,21.7,3.3,0.6,2.6,16,9.9,0,0.1,0.1,0.081,-4.8,-0.3,-5.1,-0.1,4,10,0.4,0,0,,4,10,0.4,0.4,6,13,0.462,10,21,31,2,1,3,3,14,14,0,0
2006,Linas Kleiza,PF,21,DEN,61,2,519,13.2,0.51,0.075,0.468,8.7,17.4,13.1,4.6,1,1.9,7.1,19.4,0.6,0.6,1.2,0.111,-2.5,-1.7,-4.3,-0.3,77,173,0.445,2,13,0.154,75,160,0.469,0.451,57,81,0.704,38,78,116,15,10,13,16,87,213,0,0
2006,Yaroslav Korolev,SF,18,LAC,24,0,127,4.8,0.392,0.233,0.333,4.8,7,5.9,10.3,1.2,0,14.9,14.7,-0.1,0.1,0,-0.013,-4.8,-1.5,-6.3,-0.1,9,30,0.3,2,7,0.286,7,23,0.304,0.333,7,10,0.7,5,8,13,9,3,0,6,11,27,0,0
